,Date,Time,Station,CAPE,CIN
1893,1992-05-25,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1894,1992-05-25,0,INL,0.5155712621298644 joule / kilogram,-0.44590444405296753 joule / kilogram
1895,1992-05-25,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1896,1992-05-25,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1897,1992-05-25,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1898,1992-05-25,0,DDC,18.50785906535056 joule / kilogram,-0.00013991423380081046 joule / kilogram
1899,1992-05-25,0,TOP,0.015500287140866972 joule / kilogram,-37.48059245371073 joule / kilogram
1900,1992-05-25,0,AMA,0.0 joule / kilogram,-0.20515713909202143 joule / kilogram
1901,1992-05-25,0,OUN,0.8623446215052984 joule / kilogram,-0.0001262178173806802 joule / kilogram
1902,1992-05-25,0,MAF,1099.8710661309092 joule / kilogram,-0.00014395115345169687 joule / kilogram
1903,1992-05-25,0,DRT,290.37942615214143 joule / kilogram,-0.0001295316930489368 joule / kilogram
1904,1992-05-25,0,CRP,1165.5341870567215 joule / kilogram,-205.5272477464888 joule / kilogram
1905,1992-05-25,0,BRO,548.7341587505169 joule / kilogram,-249.6060538618742 joule / kilogram
1906,1992-05-25,0,LZK,8.997245489405566 joule / kilogram,-3.134620620413919 joule / kilogram
1907,1992-05-25,0,LCH,991.906121905058 joule / kilogram,-166.05360988728458 joule / kilogram
1908,1992-05-25,0,JAN,0.0 joule / kilogram,0.0 joule / kilogram
1909,1992-05-25,0,LIX,1473.0210522963798 joule / kilogram,-173.80614209587327 joule / kilogram
1910,1992-05-25,0,BNA,0.0 joule / kilogram,0.0 joule / kilogram
1911,1992-05-25,0,TLH,0.0 joule / kilogram,0.0 joule / kilogram
1912,1992-05-25,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1913,1992-05-25,0,BUF,0.0 joule / kilogram,0.0 joule / kilogram
1914,1992-05-25,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1915,1992-05-25,0,CAR,33.87156090935691 joule / kilogram,-0.0011194088674484923 joule / kilogram
1916,1992-05-25,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1917,1992-05-25,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1918,1992-05-25,0,PIT,2.059158992070016 joule / kilogram,-0.00048537955160905946 joule / kilogram
1919,1992-05-25,0,IAD,0.27434741085931474 joule / kilogram,-0.10160009686756463 joule / kilogram
1920,1992-05-25,0,WAL,263.6735498102103 joule / kilogram,-167.29287405273826 joule / kilogram
1921,1992-05-25,0,GSO,535.3023641767782 joule / kilogram,-54.54773960795495 joule / kilogram
1922,1992-05-25,0,CHS,1.9018712797664485 joule / kilogram,-51.288144447730396 joule / kilogram
1923,1992-05-25,0,TBW,665.9553568825647 joule / kilogram,-27.55877896416379 joule / kilogram
1924,1992-05-26,12,MFR,0.0 joule / kilogram,0.0 joule / kilogram
1925,1992-05-26,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1926,1992-05-26,12,OAK,0.017295258735829967 joule / kilogram,-1.561277338922157 joule / kilogram
1927,1992-05-26,12,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1928,1992-05-26,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1929,1992-05-26,12,SLC,15.877767275875668 joule / kilogram,-566.0830410485806 joule / kilogram
1930,1992-05-26,12,GJT,1.9309079682399288 joule / kilogram,-168.984951017912 joule / kilogram
1931,1992-05-26,12,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
1932,1992-05-26,12,TUS,217.31310429033135 joule / kilogram,-203.44462567574766 joule / kilogram
1933,1992-05-26,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1934,1992-05-26,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1935,1992-05-26,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
1936,1992-05-26,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1937,1992-05-26,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1938,1992-05-26,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1939,1992-05-26,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
1940,1992-05-26,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
1941,1992-05-26,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
1942,1992-05-26,12,OUN,0.0 joule / kilogram,0.0 joule / kilogram
1943,1992-05-26,12,MAF,29.239495975042587 joule / kilogram,-68.01874369275163 joule / kilogram
1944,1992-05-26,12,DRT,119.12211867852832 joule / kilogram,-253.6918302031571 joule / kilogram
1945,1992-05-26,12,CRP,888.2879730972771 joule / kilogram,-443.6112507473333 joule / kilogram
1946,1992-05-26,12,ADN,805.3895460226976 joule / kilogram,-27.16826682146346 joule / kilogram
1947,1992-05-26,12,BRO,270.893795877101 joule / kilogram,-397.70385140911486 joule / kilogram
1948,1992-05-26,12,LZK,0.027172304122665046 joule / kilogram,-3.5604990912129706 joule / kilogram
1949,1992-05-26,12,LCH,793.3343386316925 joule / kilogram,-39.39016078691327 joule / kilogram
1950,1992-05-26,12,JAN,0.0013374863743354046 joule / kilogram,-175.35312960831274 joule / kilogram
1951,1992-05-26,12,LIX,154.2701962050923 joule / kilogram,-271.37685189114006 joule / kilogram
1952,1992-05-26,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
1953,1992-05-26,12,TLH,370.25314786458637 joule / kilogram,-0.15338264510668048 joule / kilogram
1954,1992-05-26,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1955,1992-05-26,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
1956,1992-05-26,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1957,1992-05-26,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
1958,1992-05-26,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1959,1992-05-26,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1960,1992-05-26,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
1961,1992-05-26,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1962,1992-05-26,12,WAL,0.6121853113813374 joule / kilogram,-0.00011292332301025364 joule / kilogram
1963,1992-05-26,12,GSO,0.6157671648848819 joule / kilogram,-0.06465314701927638 joule / kilogram
1964,1992-05-26,12,CHS,382.4377662281134 joule / kilogram,-138.21569266495828 joule / kilogram
1965,1992-05-26,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
1966,1992-05-26,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1967,1992-05-26,0,MFR,100.39530293929066 joule / kilogram,-42.120777161553406 joule / kilogram
1968,1992-05-26,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1969,1992-05-26,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1970,1992-05-26,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1971,1992-05-26,0,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1972,1992-05-26,0,RAP,0.0 joule / kilogram,0.0 joule / kilogram
1973,1992-05-26,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1974,1992-05-26,0,GJT,664.6669144175667 joule / kilogram,-19.054525390930195 joule / kilogram
1975,1992-05-26,0,DNR,1.8260748741331827 joule / kilogram,-6.6688198352230295 joule / kilogram
1976,1992-05-26,0,TUS,0.0 joule / kilogram,0.0 joule / kilogram
1977,1992-05-26,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1978,1992-05-26,0,WPL,35.17685499792365 joule / kilogram,-12.823908646155584 joule / kilogram
1979,1992-05-26,0,INL,11.042389733294742 joule / kilogram,-4.796325857540485 joule / kilogram
1980,1992-05-26,0,YMO,10.142625893299334 joule / kilogram,-0.005225966635740184 joule / kilogram
1981,1992-05-26,0,GRB,4.792998682608297 joule / kilogram,-7.906939274800344 joule / kilogram
1982,1992-05-26,0,LBF,20.748741907026993 joule / kilogram,-0.005677970972506548 joule / kilogram
1983,1992-05-26,0,DDC,0.21392622354344465 joule / kilogram,-1.197235306908225 joule / kilogram
1984,1992-05-26,0,TOP,18.805107055262535 joule / kilogram,-0.03143899112770559 joule / kilogram
1985,1992-05-26,0,AMA,97.69339272515882 joule / kilogram,-1.1979845875842305 joule / kilogram
1986,1992-05-26,0,OUN,315.0751824988341 joule / kilogram,-2.1692290803030603 joule / kilogram
1987,1992-05-26,0,MAF,666.5943597956403 joule / kilogram,-0.00014554062521087517 joule / kilogram
1988,1992-05-26,0,DRT,0.0 joule / kilogram,0.0 joule / kilogram
1989,1992-05-26,0,CRP,1221.7454324291627 joule / kilogram,-3.1430962211400173 joule / kilogram
1990,1992-05-26,0,BRO,1352.7797144076176 joule / kilogram,-160.14246216601433 joule / kilogram
1991,1992-05-26,0,LZK,0.0 joule / kilogram,0.0 joule / kilogram
1992,1992-05-26,0,LCH,2733.314050196416 joule / kilogram,-1.5352740592277703 joule / kilogram
1993,1992-05-26,0,JAN,9.058473382061237 joule / kilogram,-259.9636058030685 joule / kilogram
1994,1992-05-26,0,LIX,0.0 joule / kilogram,0.0 joule / kilogram
1995,1992-05-26,0,BNA,0.17267741191861743 joule / kilogram,-28.577744649100417 joule / kilogram
1996,1992-05-26,0,TLH,758.4631692197108 joule / kilogram,-164.59417544607658 joule / kilogram
1997,1992-05-26,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1998,1992-05-26,0,BUF,0.0 joule / kilogram,0.0 joule / kilogram
1999,1992-05-26,0,ALB,5.829585613307731 joule / kilogram,-9.857252140407466 joule / kilogram
2000,1992-05-26,0,CAR,40.52234031795732 joule / kilogram,-0.000984224030260934 joule / kilogram
2001,1992-05-26,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
2002,1992-05-26,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
2003,1992-05-26,0,PIT,10.16020266096622 joule / kilogram,-0.0004981423686785214 joule / kilogram
2004,1992-05-26,0,IAD,0.49220912160051367 joule / kilogram,-19.259186079352748 joule / kilogram
2005,1992-05-26,0,WAL,0.0244103859293204 joule / kilogram,-8.13635721842934 joule / kilogram
2006,1992-05-26,0,GSO,1.8402955786477437 joule / kilogram,-0.0044291826665535895 joule / kilogram
2007,1992-05-26,0,CHS,1702.843807016409 joule / kilogram,-74.25813138500122 joule / kilogram
2008,1992-05-26,0,TBW,0.0 joule / kilogram,-194.88351942928023 joule / kilogram
2009,1992-05-28,12,MFR,0.0 joule / kilogram,0.0 joule / kilogram
2010,1992-05-28,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
2011,1992-05-28,12,OAK,0.08368061057926254 joule / kilogram,-0.0010438332914526225 joule / kilogram
2012,1992-05-28,12,NKX,0.0 joule / kilogram,0.0 joule / kilogram
2013,1992-05-28,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
2014,1992-05-28,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
2015,1992-05-28,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
2016,1992-05-28,12,DNR,10392.737744062313 joule / kilogram,-28.04410858679891 joule / kilogram
2017,1992-05-28,12,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
2018,1992-05-28,12,TUS,0.029276723323646132 joule / kilogram,-526.8238598770248 joule / kilogram
2019,1992-05-28,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
2020,1992-05-28,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
2021,1992-05-28,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
2022,1992-05-28,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
2023,1992-05-28,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
2024,1992-05-28,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
2025,1992-05-28,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
2026,1992-05-28,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
2027,1992-05-28,12,OUN,0.0 joule / kilogram,-0.0032055766297065485 joule / kilogram
2028,1992-05-28,12,MAF,0.0 joule / kilogram,-2.8174206834896474 joule / kilogram
2029,1992-05-28,12,DRT,143.54701891317427 joule / kilogram,-475.18576537595123 joule / kilogram
2030,1992-05-28,12,CRP,0.0 joule / kilogram,-338.06088152019424 joule / kilogram
2031,1992-05-28,12,ADN,1596.698333649788 joule / kilogram,-302.2799112638886 joule / kilogram
2032,1992-05-28,12,BRO,1642.0293284861011 joule / kilogram,-159.85290984534527 joule / kilogram
2033,1992-05-28,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
2034,1992-05-28,12,LCH,89.61013552023857 joule / kilogram,-191.93284087638756 joule / kilogram
2035,1992-05-28,12,JAN,1.808461252093449 joule / kilogram,-275.4362064074091 joule / kilogram
2036,1992-05-28,12,LIX,51.34366899138348 joule / kilogram,-208.50255096404175 joule / kilogram
2037,1992-05-28,12,TLH,642.5182733462439 joule / kilogram,-45.51516415764692 joule / kilogram
2038,1992-05-28,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
2039,1992-05-28,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
2040,1992-05-28,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
2041,1992-05-28,12,CAR,0.025467882114816938 joule / kilogram,-43.36996682659136 joule / kilogram
2042,1992-05-28,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
2043,1992-05-28,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
2044,1992-05-28,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
2045,1992-05-28,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
2046,1992-05-28,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
2047,1992-05-28,12,GSO,10.2143034648295 joule / kilogram,-41.221174305642236 joule / kilogram
2048,1992-05-28,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
2049,1992-05-28,12,TBW,313.93962072764896 joule / kilogram,-70.89249421142945 joule / kilogram
2050,1992-05-28,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
2051,1992-05-28,0,MFR,9.718791715321286 joule / kilogram,-151.52853526638367 joule / kilogram
2052,1992-05-28,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
2053,1992-05-28,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
2054,1992-05-28,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
2055,1992-05-28,0,GGW,9.536992666532356 joule / kilogram,-1.2587786587964322 joule / kilogram
2056,1992-05-28,0,SLC,56.857498264883745 joule / kilogram,-0.48309813462671763 joule / kilogram
2057,1992-05-28,0,GJT,578.2948202329909 joule / kilogram,-8.154801832046758 joule / kilogram
2058,1992-05-28,0,DNR,0.0 joule / kilogram,0.0 joule / kilogram
2059,1992-05-28,0,ABQ,0.5585413977254942 joule / kilogram,-23.0208619038236 joule / kilogram
2060,1992-05-28,0,TUS,1104.2733391513696 joule / kilogram,-0.053629569167766476 joule / kilogram
2061,1992-05-28,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
2062,1992-05-28,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
2063,1992-05-28,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
2064,1992-05-28,0,GRB,39.8974183211601 joule / kilogram,-0.1353446768211309 joule / kilogram
2065,1992-05-28,0,LBF,0.8090878219236127 joule / kilogram,-0.6352664380658378 joule / kilogram
2066,1992-05-28,0,DDC,2.5861067954528685 joule / kilogram,-0.3608038799754056 joule / kilogram
2067,1992-05-28,0,TOP,3.4509040000054285 joule / kilogram,-10.57796979039307 joule / kilogram
2068,1992-05-28,0,AMA,0.0 joule / kilogram,0.0 joule / kilogram
2069,1992-05-28,0,OUN,0.0 joule / kilogram,0.0 joule / kilogram
2070,1992-05-28,0,MAF,11.476298572036221 joule / kilogram,-0.00014997224672797665 joule / kilogram
2071,1992-05-28,0,DRT,1416.848089853134 joule / kilogram,-114.48944714862668 joule / kilogram
2072,1992-05-28,0,CRP,1429.9029007972824 joule / kilogram,-87.43443104762287 joule / kilogram
2073,1992-05-28,0,BRO,865.0324800452181 joule / kilogram,-158.45574690795783 joule / kilogram
2074,1992-05-28,0,LZK,0.8995324215946909 joule / kilogram,-2.9057822713887163 joule / kilogram
2075,1992-05-28,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
2076,1992-05-28,0,JAN,0.0 joule / kilogram,-96.8504445861196 joule / kilogram
2077,1992-05-28,0,LIX,0.0 joule / kilogram,-10.975259416006487 joule / kilogram
2078,1992-05-28,0,BNA,3.4721160046995445 joule / kilogram,-14.886891665569243 joule / kilogram
2079,1992-05-28,0,TLH,193.08180598920043 joule / kilogram,-120.76145453193524 joule / kilogram
2080,1992-05-28,0,WMW,26.276464498058324 joule / kilogram,-68.77024269853395 joule / kilogram
2081,1992-05-28,0,BUF,59.21610850882191 joule / kilogram,-39.42165603326309 joule / kilogram
2082,1992-05-28,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
2083,1992-05-28,0,CAR,12.652109767842195 joule / kilogram,-60.15935740583266 joule / kilogram
2084,1992-05-28,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
2085,1992-05-28,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
2086,1992-05-28,0,PIT,5.841241195476821 joule / kilogram,-0.0004960985301298868 joule / kilogram
2087,1992-05-28,0,IAD,57.935229092620126 joule / kilogram,-69.2312478745162 joule / kilogram
2088,1992-05-28,0,WAL,3.428892710746103 joule / kilogram,-0.00011362467433957625 joule / kilogram
2089,1992-05-28,0,GSO,78.4342966266657 joule / kilogram,-0.021569164513050434 joule / kilogram
2090,1992-05-28,0,CHS,0.0 joule / kilogram,-20.529835417838548 joule / kilogram
2091,1992-05-28,0,TBW,699.9774346361191 joule / kilogram,-0.30835151390940774 joule / kilogram
2092,1992-05-29,12,MFR,0.0 joule / kilogram,0.0 joule / kilogram
2093,1992-05-29,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
2094,1992-05-29,12,OAK,1.5724317377892958 joule / kilogram,-0.0018457552292431513 joule / kilogram
2095,1992-05-29,12,NKX,0.14719567103536507 joule / kilogram,-0.06953149585766433 joule / kilogram
2096,1992-05-29,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
2097,1992-05-29,12,SLC,123.36269041530497 joule / kilogram,-256.8700760470662 joule / kilogram
2098,1992-05-29,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
2099,1992-05-29,12,DNR,0.0 joule / kilogram,0.0 joule / kilogram
2100,1992-05-29,12,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
2101,1992-05-29,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
2102,1992-05-29,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
2103,1992-05-29,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
2104,1992-05-29,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
2105,1992-05-29,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
2106,1992-05-29,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
2107,1992-05-29,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
2108,1992-05-29,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
2109,1992-05-29,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
2110,1992-05-29,12,AMA,1.0720776010931008 joule / kilogram,-0.00019735793976549446 joule / kilogram
2111,1992-05-29,12,OUN,0.5343997208747495 joule / kilogram,-0.44502526840996814 joule / kilogram
2112,1992-05-29,12,MAF,2.2869043063134273 joule / kilogram,-0.8194355534166334 joule / kilogram
2113,1992-05-29,12,DRT,0.0 joule / kilogram,0.0 joule / kilogram
2114,1992-05-29,12,CRP,0.0 joule / kilogram,0.0 joule / kilogram
2115,1992-05-29,12,ADN,51.39154678359381 joule / kilogram,-220.22238672803536 joule / kilogram
2116,1992-05-29,12,BRO,144.04961450160627 joule / kilogram,-298.4146714194011 joule / kilogram
2117,1992-05-29,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
2118,1992-05-29,12,LCH,94.2252236406628 joule / kilogram,-173.7597894017462 joule / kilogram
2119,1992-05-29,12,JAN,81.56352406145976 joule / kilogram,-57.67842430548523 joule / kilogram
2120,1992-05-29,12,LIX,512.9713511672487 joule / kilogram,-50.31121021641663 joule / kilogram
2121,1992-05-29,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
2122,1992-05-29,12,TLH,194.12252121767935 joule / kilogram,-10.616795720832954 joule / kilogram
2123,1992-05-29,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
2124,1992-05-29,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
2125,1992-05-29,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
2126,1992-05-29,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
2127,1992-05-29,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
2128,1992-05-29,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
2129,1992-05-29,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
2130,1992-05-29,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
2131,1992-05-29,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
2132,1992-05-29,12,GSO,0.0 joule / kilogram,0.0 joule / kilogram
2133,1992-05-29,12,CHS,207.91667474562013 joule / kilogram,-11.318881635654789 joule / kilogram
2134,1992-05-29,12,TBW,1.1173911870088067 joule / kilogram,-438.4705113511789 joule / kilogram
2135,1992-05-29,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
2136,1992-05-29,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
2137,1992-05-29,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
2138,1992-05-29,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
2139,1992-05-29,0,GGW,197.58387205615364 joule / kilogram,-35.99957107271004 joule / kilogram
2140,1992-05-29,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
2141,1992-05-29,0,DNR,32.38538763994871 joule / kilogram,-27.57341127758713 joule / kilogram
2142,1992-05-29,0,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
2143,1992-05-29,0,TUS,571.715069954311 joule / kilogram,-139.80993539979428 joule / kilogram
2144,1992-05-29,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
2145,1992-05-29,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
2146,1992-05-29,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
2147,1992-05-29,0,YMO,3.247049402977882 joule / kilogram,-21.347231040893437 joule / kilogram
2148,1992-05-29,0,GRB,5.3993653077027455 joule / kilogram,-33.65528013133123 joule / kilogram
2149,1992-05-29,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
2150,1992-05-29,0,DDC,23.155155042140972 joule / kilogram,-0.00023244420993189427 joule / kilogram
2151,1992-05-29,0,TOP,0.0 joule / kilogram,0.0 joule / kilogram
2152,1992-05-29,0,AMA,0.0 joule / kilogram,0.0 joule / kilogram
2153,1992-05-29,0,OUN,2.8179552919678694 joule / kilogram,-0.010421034973339457 joule / kilogram
2154,1992-05-29,0,MAF,21.45080387193473 joule / kilogram,-0.00014042521943310814 joule / kilogram
2155,1992-05-29,0,DRT,38.02199594017628 joule / kilogram,-0.00020858082417237527 joule / kilogram
2156,1992-05-29,0,CRP,3144.57817992854 joule / kilogram,-1.0520123719072714 joule / kilogram
2157,1992-05-29,0,BRO,3164.6322735699873 joule / kilogram,-0.06878460297638285 joule / kilogram
2158,1992-05-29,0,LZK,0.0 joule / kilogram,-4.761530294467074 joule / kilogram
2159,1992-05-29,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
2160,1992-05-29,0,JAN,0.0 joule / kilogram,0.0 joule / kilogram
2161,1992-05-29,0,BNA,0.0 joule / kilogram,0.0 joule / kilogram
2162,1992-05-29,0,TLH,1926.6477313311063 joule / kilogram,-8.224094629937463 joule / kilogram
2163,1992-05-29,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
2164,1992-05-29,0,BUF,0.030830775620359383 joule / kilogram,-46.10678051386614 joule / kilogram
2165,1992-05-29,0,ALB,96.87383107439007 joule / kilogram,-59.11096762755119 joule / kilogram
2166,1992-05-29,0,CAR,0.0 joule / kilogram,0.0 joule / kilogram
2167,1992-05-29,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
2168,1992-05-29,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
2169,1992-05-29,0,PIT,0.0 joule / kilogram,0.0 joule / kilogram
2170,1992-05-29,0,IAD,0.0 joule / kilogram,0.0 joule / kilogram
2171,1992-05-29,0,WAL,4.275856245910122 joule / kilogram,-0.0005103597034577669 joule / kilogram
2172,1992-05-29,0,GSO,0.0 joule / kilogram,0.0 joule / kilogram
2173,1992-05-29,0,CHS,151.30022359976505 joule / kilogram,-5.531797170407197 joule / kilogram
2174,1992-05-29,0,TBW,470.37223499045047 joule / kilogram,-135.05364316850878 joule / kilogram
2175,1992-05-23,12,MFR,0.0 joule / kilogram,0.0 joule / kilogram
2176,1992-05-23,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
2177,1992-05-23,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
2178,1992-05-23,12,NKX,42.22813285270855 joule / kilogram,-1.1134992439377256 joule / kilogram
2179,1992-05-23,12,GGW,635.6196742977826 joule / kilogram,-360.9614174468311 joule / kilogram
2180,1992-05-23,12,SLC,17.916531622736525 joule / kilogram,-321.1722078426815 joule / kilogram
2181,1992-05-23,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
2182,1992-05-23,12,DNR,0.0 joule / kilogram,0.0 joule / kilogram
2183,1992-05-23,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
2184,1992-05-23,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
2185,1992-05-23,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
2186,1992-05-23,12,INL,1.2815153597608795 joule / kilogram,-5.906055134586503 joule / kilogram
2187,1992-05-23,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
2188,1992-05-23,12,GRB,18.408681735615726 joule / kilogram,-0.06288383655328285 joule / kilogram
2189,1992-05-23,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
2190,1992-05-23,12,DDC,0.004566412780811013 joule / kilogram,-0.003675662615669291 joule / kilogram
2191,1992-05-23,12,TOP,0.0 joule / kilogram,-2.980531122591737 joule / kilogram
2192,1992-05-23,12,AMA,1.0549816548491673 joule / kilogram,-0.3612120983500529 joule / kilogram
2193,1992-05-23,12,OUN,136.8511806435302 joule / kilogram,-104.64104389684375 joule / kilogram
2194,1992-05-23,12,MAF,18.522433025624093 joule / kilogram,-287.1591651286256 joule / kilogram
2195,1992-05-23,12,DRT,532.2089466996094 joule / kilogram,-24.667807118832613 joule / kilogram
2196,1992-05-23,12,CRP,344.5832579308749 joule / kilogram,-71.88778181155503 joule / kilogram
2197,1992-05-23,12,ADN,1202.716517454645 joule / kilogram,-0.058397928578075714 joule / kilogram
2198,1992-05-23,12,BRO,374.19502100680097 joule / kilogram,-148.36850940149108 joule / kilogram
2199,1992-05-23,12,LZK,337.9588225990507 joule / kilogram,-95.06339994084661 joule / kilogram
2200,1992-05-23,12,LCH,606.0046422691141 joule / kilogram,-44.464351911732 joule / kilogram
2201,1992-05-23,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
2202,1992-05-23,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
2203,1992-05-23,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
2204,1992-05-23,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
